energy(keV),eff area(cm^2)
6.66000,0.002126438174762751
6.67000,0.002209535462279457
6.68000,0.002296067650325906
6.69000,0.002385493809430415
6.70000,0.002477590162204800
6.71000,0.002572175994291175
6.72000,0.002669875925081927
6.73000,0.002771356133994381
6.74000,0.002875776028329372
6.75000,0.002983200242039246
6.76000,0.003093680787907969
6.77000,0.003208336226909466
6.78000,0.003326688897002354
6.79000,0.003448359883021745
6.80000,0.003573397233557534
6.81000,0.003701694203083358
6.82000,0.003835052965772701
6.83000,0.003972041632592638
6.84000,0.004112710936169218
6.85000,0.004257130399797307
6.86000,0.004406195570500863
6.87000,0.004560309727394690
6.88000,0.004718456134935886
6.89000,0.004880717033359962
6.90000,0.005047167654310431
6.91000,0.005219250143906617
6.92000,0.005396267848757219
6.93000,0.005577739601400339
6.94000,0.005763745875065926
6.95000,0.005954445277589618
6.96000,0.006152323337725925
6.97000,0.006355053708144007
6.98000,0.006562727989891533
6.99000,0.006775389157087291
7.00000,0.006993984275708567
7.01000,0.007219321999533767
7.02000,0.007449996021465426
7.03000,0.007686056367883211
7.04000,0.007927594120493606
7.05000,0.008176323238059564
7.06000,0.008432316936176534
7.07000,0.008694130704020718
7.08000,0.008961866413844409
7.09000,0.009235567169807642
7.10000,0.009518045786513666
7.11000,0.009807301913750911
7.12000,0.01010291340101308
7.13000,0.01040510614208005
7.14000,0.01071395017703487
7.15000,0.01103294055323079
7.16000,0.01135925671081767
7.17000,0.01169249890553573
7.18000,0.01203272797094152
7.19000,0.01238003172082376
7.20000,0.01273916679975898
7.21000,0.01310508776528325
7.22000,0.01347844440703332
7.23000,0.01385936357255810
7.24000,0.01424833121951187
7.25000,0.01464974091651773
7.26000,0.01505909970306772
7.27000,0.01547653964150231
7.28000,0.01590209326047838
7.29000,0.01633673183952308
7.30000,0.01678463877945055
7.31000,0.01724040962501319
7.32000,0.01770479452647798
7.33000,0.01817792179215946
7.34000,0.01866092249899870
7.35000,0.01915823116537976
7.36000,0.01966481556365225
7.37000,0.02018108551922024
7.38000,0.02070668276251843
7.39000,0.02124289977597319
7.40000,0.02179458818094620
7.41000,0.02235534230578206
7.42000,0.02292596104528040
7.43000,0.02350651480625712
7.44000,0.02409810580558911
7.45000,0.02470700733593769
7.46000,0.02532639595035317
7.47000,0.02595631409250575
7.48000,0.02659686909271336
7.49000,0.02724846508284307
7.50000,0.02791890291643583
7.51000,0.02859534382689479
7.52000,0.02928274179103476
7.53000,0.02998113923665007
7.54000,0.03069063837936432
7.55000,0.03142052501237383
7.56000,0.03216258126781359
7.57000,0.03291625329195937
7.58000,0.03368156925556326
7.59000,0.03445860593872837
7.60000,0.03525583252242496
7.61000,0.03606709730183115
7.62000,0.03689064969087757
7.63000,0.03772645651370607
7.64000,0.03857464147698865
7.65000,0.03944200002536551
7.66000,0.04032666530575375
7.67000,0.04122413566618504
